value
100732
100844
600395
100138
100792
100988
100989
600532
101074
600568
929688
100832
600750
929701
100680
600494
602014
100538
100608
401235
969001
500658
500659
929656
301010
300422
302186
302933
301501
301503
301505
302168
303071
301506
301507
303664
301511
303653
303659
302158
37
38
39
70
71
72
73
74
962864
2891
2892
4697
4805
6289
8157
8202
500589
10800
10801
13891
16340
16341
16342
16343
16344
16345
16870
16871
16872
16873
16874
17232
17233
500623
19647
19648
21252
21253
21704
21706
21707
21708
21709
22282
22283
22284
23144
23145
27052
29137
29138
29139
29270
29271
29272
29273
29274
29774
30482
31403
31442
31443
31444
31445
31446
31447
31448
31449
31460
31461
31462
31463
31464
31465
31467
31468
31469
31680
31681
31682
31683
31684
31685
31686
31687
31688
31689
31880
33116
34673
905280
36186
36187
36188
36189
36230
36231
36232
36233
36234
36236
36238
36239
37549
38112
38340
500899
39143
39144
39145
969670
45633
47156
47250
47251
47894
47895
47915
48813
971006
53267
53268
53269
600052
301509
302184
303654
303655
303657
303658
303833
956190
997300
400469
400755
400756
400757
400758
400759
31528
31529
31530
31543
31532
31533
31535
31539
31544
400790
31505
31506
31507
31470
31472
31474
31475
31731
31732
31733
31737
31736
31739
31735
31718
31743
31715
31675
31690
31725
401119
31692
31693
31694
31695
31696
31697
31698
31703
31704
31705
31741
31742
31744
31747
31749
31750
31712
401159
31708
31709
31702
401484
378
13830
3259
3365
976569
5646
5647
8621
6468
7717
7723
7718
7720
7724
8160
8159
8158
8163
36217
958552
8184
8513
21269
21373
21502
21713
23099
23101
14411
14412
27925
600784
29142
600795
29143
600799
29144
31497
31496
31499
31498
31538
31537
31500
31466
400859
31516
31542
31471
31518
31540
31478
31479
31480
31481
31482
31483
31485
31411
31412
31413
31414
400760
949069
949084
949094
949151
949253
949273
978370
954889
954892
31716
31809
31805
31810
31811
31812
31740
31799
31757
31758
31717
31765
33203
34245
34834
35107
35337
35497
36199
36200
36201
36202
949100
36203
36205
36206
36207
36208
954923
36216
36218
36219
36220
36221
36222
38124
38084
38485
39056
905589
905591
905593
905595
905607
905611
905817
905820
906000
905821
905823
905826
905835
905837
905884
905885
905886
905887
905891
906100
906101
906103
906108
906120
906211
906216
906218
906235
906252
910059
906300
906299
910064
969354
906306
906307
906311
947139
947142
947149
947153
947156
947159
948046
948048
948093
948095
948097
948100
948113
948114
600660
948899
948907
948914
949041
955208
955223
955225
955231
600819
955288
955290
955297
926206
958443
958446
958450
958454
980175
958532
958550
958557
960526
960554
960555
960564
960574
960584
962243
962257
993241
993243
993247
601038
946046
942519
942522
945312
945899
945888
945884
945881
945329
945893
945898
929474
978906
905597
905598
905599
905654
977768
909869
909884
905842
905843
905849
977517
978981
978988
978990
906321
906322
906325
906327
906342
906344
910070
906362
906401
906405
906461
929683
968828
968830
968832
908615
908915
909086
946180
958379
943708
943725
943726
943727
943728
943729
943749
943750
943751
943752
943756
943757
943758
943759
943763
943764
943765
943766
943773
943774
943776
943777
943794
943795
943798
943799
943800
943820
943821
943888
943911
943912
943914
943915
943918
943949
943950
943964
943965
943966
943967
943977
943978
943979
943980
943985
943986
943987
943988
943989
943993
943994
943995
944014
944025
944026
944027
944028
944029
944030
944036
944039
944040
944041
944042
944043
944044
944051
944052
944081
944082
944083
944084
944091
944092
944093
944094
944095
944096
944097
944098
944099
944123
944124
944126
944128
944129
944130
944131
944136
944137
944138
944139
944143
944144
944149
944150
944151
944152
944153
944158
944159
944160
944161
944162
944199
944200
944205
944206
944207
944208
944211
944230
944231
944234
944235
944236
944237
944240
944241
944242
944243
944244
944260
944287
944288
944289
944290
944291
944293
944294
944295
944296
944299
944303
944304
944352
944353
944381
944382
944383
944385
944386
944391
944392
944393
944398
944399
944400
944401
944421
944426
944497
944515
944529
944530
944531
944532
944550
944551
944555
944556
944563
944564
944565
944567
944590
944594
944595
944596
944614
944615
